attacker_capability,stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
2,Stage 1,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server']",0.9714,0.9932,0.9737,0.9135,0.004030704498291016,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.003997802734375,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.003999948501586914,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5544,0.9924,0.0266,0.9029,0.003999471664428711,21
1,Stage 1,['Input_Credentials'],0.9837,0.9962,0.9851,0.9508,0.003999471664428711,0
4,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Deploy_malware', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent']",0.5288,0.9925,0.412,0.4839,0.0030007362365722656,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.003999948501586914,0
3,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF']",0.9607,0.9574,0.9737,0.9406,0.004000425338745117,0
3,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Deploy_malware', 'Config_PB']",0.8698,0.9922,0.9737,0.2934,0.00400090217590332,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9048,0.9574,0.9737,0.5843,0.003999948501586914,0
2,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9691,0.988,0.9737,0.9135,0.0039997100830078125,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.003999233245849609,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9811,0.9955,0.9827,0.9429,0.003999233245849609,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9607,0.9574,0.9737,0.9406,0.003998756408691406,0
3,Stage 3,"['Input_Credentials', 'Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'goal_node']",0.8217,0.9803,0.9262,0.0325,0.004000663757324219,22
3,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Deploy_malware']",0.8998,0.9898,0.9737,0.4839,0.003000974655151367,0
